CustomerID,AccountStatus,Age,CustomerTier,Gender,FirstName,LastName,CustomerSinceDate,City,StateProvince,Country,CountryISOCode,Latitude,Longitude,Name
17489,Active,50,Bronze,F,Neil,Wood,39411,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17490,Inactive,45,Gold,M,Adrian,Shasta,40102,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17491,Active,43,Silver,F,Harold,Shepard,38627,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17492,PastDue,45,Bronze,F,Amanda,Huff,40185,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17493,Active,45,Silver,M,Wanda,Alford,40618,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17494,Active,53,PlatinumElite,M,Jose,Yasmin,39067,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17495,PastDue,66,Gold,F,Charlie,Kyra,39751,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17496,Active,53,Gold,F,Eugene,Cook,39835,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17497,Inactive,41,Gold,M,Gregory,Miranda,39678,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17498,Active,55,PlatinumElite,M,Harold,Carlota,39546,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17499,Active,42,Bronze,M,Jerome,Livingston,38137,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17500,Active,28,Gold,M,Gregory,Meyers,39855,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17501,Active,50,PlatinumElite,M,Joseph,Park,38882,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17502,Active,52,Bronze,F,Patrick,Hood,39518,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17503,Inactive,41,Bronze,F,Lori,Marcelina,38743,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17504,Active,48,PlatinumElite,F,Enrique,Leda,39548,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17505,Inactive,40,Gold,M,Timothy,Myrtis,40484,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17506,Active,51,PlatinumElite,F,Leslie,Lulu,40301,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17507,Active,42,Platinum,M,Walter,Burton,39618,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17508,PastDue,44,Platinum,M,Kent,Verda,39371,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17509,Active,62,Bronze,F,Roland,Albert,40801,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17510,Active,54,PlatinumElite,M,Andy,Rodriguez,39683,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17511,Active,61,Silver,M,Ruby,Una,40632,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17512,Active,54,Bronze,M,Virgil,Guillermina,38114,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17513,Inactive,34,Bronze,M,Chad,Pruitt,38908,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17514,Canceled,74,Bronze,M,Derek,Hanson,39484,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17515,Active,45,Bronze,M,Rachel,Nanci,39643,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17516,PastDue,53,Silver,M,Bob,Witt,40765,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17517,Active,52,Platinum,M,Norman,Cecily,40331,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17518,Inactive,55,Silver,F,Dave,Dara,40078,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17519,Active,47,Gold,F,Randy,Roxane,38568,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17520,PastDue,33,Bronze,F,Clyde,Snider,39883,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17521,Active,63,Gold,F,Phyllis,Garner,40112,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17522,PastDue,38,Gold,F,Mildred,Kami,40726,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17523,Active,47,Bronze,M,Carol,Ingeborg,40465,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17524,Inactive,58,Gold,M,Harry,Paul,39207,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17525,Active,62,Gold,F,Micheal,Sharonda,38912,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17526,Active,38,Silver,F,Ivan,Iona,40345,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17527,Active,33,Bronze,M,Irene,Kori,38140,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17528,Active,55,Silver,M,Jeremy,Merry,39538,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17529,Active,44,Bronze,F,Carolyn,Russell,40591,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17530,Active,64,Silver,F,Sara,Watkins,39260,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17531,Active,39,Bronze,F,William,Cassidy,39063,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17532,Canceled,53,Silver,F,Phillip,Brook,38841,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17533,Active,44,Silver,M,Bill,Waller,40175,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17534,Active,55,Bronze,M,Janice,Yadira,38578,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17535,Active,40,PlatinumElite,F,Karen,Laurette,40298,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17536,PastDue,55,Platinum,M,Clayton,Leatha,39476,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17537,Active,33,Silver,M,Darryl,Albert,40285,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17538,Active,53,Bronze,M,Theresa,Marlena,39824,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17539,Active,35,Gold,M,Francisco,Martin,38289,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17540,Active,55,Gold,F,Tim,Martinez,39631,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17541,Inactive,55,Bronze,F,Jennifer,Ray,39510,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17542,PastDue,47,Gold,M,Ken,Kemp,39801,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17543,PastDue,72,Bronze,M,Clyde,Bartlett,39164,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
17544,Inactive,54,Bronze,F,Chad,Nidia,40556,Ballard,Washington,United States,USA,47.6683603,-122.3769582,Ad-vantage Solutions
3609,Active,48,Gold,F,Mike,Wynn,39790,Barrie,Ontario,Canada,CAN,44.3812,-79.686998,"Age, Inc"
13441,Active,54,Gold,M,Louis,Anh,38388,Barstow,California,United States,USA,34.8957957,-117.0172826,HarveyOpolis
8740,Active,41,Silver,M,Allen,Tera,38897,Basingstoke Hants,England,United Kingdom,GBR,51.2846488,-1.0526527,Betacorp
8741,Active,55,Silver,M,Nathaniel,Soon,39477,Basingstoke Hants,England,United Kingdom,GBR,51.2846488,-1.0526527,Betacorp
8742,Active,42,PlatinumElite,M,Walter,Latosha,39216,Basingstoke Hants,England,United Kingdom,GBR,51.2846488,-1.0526527,Betacorp
10653,Inactive,44,Silver,F,Eddie,Rosalba,40698,Baytown,Texas,United States,USA,29.7291996,-95.0078451,Ferst
10654,Active,64,Gold,F,Sidney,Wallace,40396,Baytown,Texas,United States,USA,29.7291996,-95.0078451,Ferst
15902,Active,45,Platinum,F,Craig,Zena,39586,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15903,Inactive,53,Silver,F,Ross,Christiane,39778,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15904,Active,52,Gold,F,Maurice,Fox,38580,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15905,PastDue,55,Bronze,F,Theresa,Christin,40675,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15906,Active,47,Gold,F,Albert,Downs,38014,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15907,PastDue,33,Gold,F,Sharon,Long,39057,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15908,Active,63,Bronze,M,Patrick,Caryn,40566,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15909,Inactive,38,Gold,F,Chester,Cummings,38465,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15910,Active,47,Gold,F,Reginald,Shonda,38086,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15911,Active,58,Silver,F,Edwin,Maya,39099,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15912,Active,62,Bronze,F,Allan,Gene,39859,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15913,Active,38,Silver,M,Jaime,Carr,38696,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15914,Active,33,Bronze,M,Dwayne,Goodman,38637,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15915,Active,55,Silver,M,Jack,Tana,40263,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15916,Active,44,Bronze,M,Ray,Hancock,38542,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15917,Canceled,64,Silver,M,Christine,Robbins,39686,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15918,Active,39,Silver,F,Harold,Kim,39189,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15919,Active,53,Bronze,F,Marilyn,Dorene,38953,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15920,Active,44,PlatinumElite,F,Jean,Latrice,40160,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15921,PastDue,55,Platinum,M,Cecil,Leeann,38852,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15922,Active,40,Silver,F,Ricky,Kennedy,39002,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15923,Active,55,Bronze,M,Frances,Carlson,40849,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15924,Active,33,Gold,F,Freddie,Dinah,40838,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15925,Active,53,Gold,M,Sarah,Chang,39079,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15926,Inactive,35,Bronze,F,Jacob,Theda,40883,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15927,PastDue,55,Gold,M,Carlos,Darline,38866,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15928,PastDue,55,Bronze,F,Ronnie,Marybeth,38216,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15929,Inactive,47,Bronze,F,Richard,Buckner,39939,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15930,Active,72,Gold,M,Carl,Lai,39277,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15931,Active,54,Gold,M,Larry,Alva,38412,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15932,Active,48,Silver,F,Ruth,Vina,39117,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15933,Active,58,PlatinumElite,F,Christian,Hendrix,39542,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15934,Active,44,Gold,M,Hector,Fry,38362,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15935,Active,64,Silver,F,Tony,Cummings,40431,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15936,Active,53,Silver,F,Ann,Shannon,38018,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15937,Active,48,Platinum,F,Dustin,Aracely,40553,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15938,Active,60,Silver,F,Bobby,George,38943,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15939,Canceled,50,Silver,M,Marilyn,Benton,40251,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15940,Active,45,Platinum,M,Tina,Cobb,40879,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15941,Active,43,Bronze,M,Duane,Ethelyn,38738,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15942,Active,45,Silver,M,Clyde,Phyliss,38112,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15943,Active,45,Silver,F,Cody,Middleton,39757,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15944,Active,53,Gold,M,Helen,Andrews,40804,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15945,Active,66,Bronze,M,Jonathan,Princess,39555,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15946,Active,53,Platinum,M,Anne,Pattie,39904,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15947,Canceled,41,Platinum,M,Carl,Rosaline,39593,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15948,Active,55,Silver,F,Peter,Mandi,40019,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15949,Active,42,Silver,F,Jacqueline,Cortney,38468,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15950,Active,28,Silver,M,Neil,Alene,38763,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15951,Active,50,PlatinumElite,F,Wesley,Zenaida,39615,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15952,Active,52,Gold,M,Scott,Cory,40186,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15953,PastDue,41,Gold,F,Chris,Shayla,40526,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15954,PastDue,48,Platinum,F,Clarence,Raven,40368,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15955,Active,40,Bronze,M,Jimmie,Wyatt,40290,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15956,PastDue,51,Bronze,F,Amy,Princess,40511,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15957,PastDue,42,Bronze,M,Vincent,Newman,38378,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15958,Active,44,Gold,F,Mildred,Chan,40762,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15959,Canceled,62,Bronze,M,Jamie,Delacruz,39012,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15960,Active,54,Silver,F,Phillip,Arleen,39698,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15961,PastDue,61,PlatinumElite,F,Raymond,Kerrie,39951,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15962,Active,54,Gold,F,Juan,Mickey,38948,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15963,Active,34,Silver,F,Edgar,Mi,40290,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15964,Active,74,Gold,M,Ross,Wynn,40356,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15965,PastDue,45,Bronze,M,Donald,Delphia,39075,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15966,Active,53,Silver,M,Paul,Finch,38240,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15967,Active,52,Bronze,F,Charles,Leilani,38910,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15968,Active,55,Platinum,M,Kent,Verla,39800,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15969,Active,47,Gold,M,Cheryl,Vernell,40345,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15970,Active,33,Bronze,M,Michelle,Montgomery,39183,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15971,Active,63,Silver,M,Rebecca,Hortencia,40299,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15972,Inactive,38,Gold,M,Gordon,Curtis,39493,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15973,Active,47,Bronze,M,Johnnie,Jarvis,40157,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15974,Active,58,Bronze,M,Patricia,Pricilla,38134,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15975,Inactive,62,Gold,F,Lewis,Tessie,40040,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15976,Active,38,Silver,M,Walter,Marti,39460,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15977,PastDue,33,Bronze,M,Max,Parks,39872,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15978,Active,55,Silver,F,Bonnie,Mayme,40260,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15979,Active,44,PlatinumElite,M,Adam,Weeks,38127,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15980,PastDue,64,Gold,M,Anne,Bullock,38805,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15981,Active,39,Gold,M,Melissa,Spears,38898,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15982,Inactive,53,Gold,F,Elizabeth,Bess,40738,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15983,Active,44,PlatinumElite,F,Mike,Lani,40099,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15984,Active,55,Bronze,F,Laura,Dillard,39932,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15985,Active,40,Gold,M,Kent,Haydee,39306,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15986,Active,55,PlatinumElite,F,Christine,Alena,38591,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15987,Active,33,Bronze,M,Howard,Lavina,40697,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15988,Inactive,53,Bronze,M,Rachel,Parks,40901,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15989,Active,35,PlatinumElite,M,Allan,Valencia,40654,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15990,Inactive,55,Gold,F,Katherine,Frost,39394,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15991,Active,55,PlatinumElite,M,Leslie,Kyra,39241,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15992,Active,47,Platinum,M,Nathan,Dedra,39782,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15993,PastDue,72,Platinum,F,Jaime,Cherri,38559,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15994,Active,54,Bronze,M,Ramon,Le,38572,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15995,Active,48,PlatinumElite,F,Dan,Rice,39869,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15996,Active,58,Silver,M,Ted,Lucretia,39096,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15997,Active,44,Bronze,M,Ruth,Harrington,39840,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15998,Inactive,64,Bronze,M,Joyce,Keshia,39423,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
15999,Canceled,53,Bronze,F,Freddie,Bowers,38365,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
16000,Active,48,Bronze,M,Clifford,Shamika,40123,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
16001,PastDue,60,Silver,M,Samuel,Kristyn,40348,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
16002,Active,50,Platinum,M,Herman,Eldora,39457,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
16003,Inactive,45,Silver,F,Richard,Lona,40733,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
16004,Active,43,Gold,F,Walter,Rowe,38734,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
16005,PastDue,45,Bronze,M,Leslie,Ferrell,38124,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
16006,Active,45,Gold,F,Hector,Maxie,39643,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
16007,PastDue,53,Gold,F,Nicholas,Kori,40479,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
16008,Active,66,Bronze,F,Andrea,Tate,40228,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
16009,Inactive,53,Gold,F,Jesse,America,38658,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
16010,Active,41,Gold,F,Tim,Elia,39952,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
16011,Active,55,Silver,F,Frances,Asha,38899,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
16012,Active,42,Bronze,M,Daryl,Mann,40678,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
16013,Active,28,Silver,F,Franklin,English,38652,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
16014,Active,50,Bronze,F,Sergio,York,40099,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
16015,Active,52,Silver,F,Joshua,Sweeney,39235,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
16016,Active,41,Bronze,F,Melissa,Logan,38112,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
16017,Canceled,48,Silver,M,Dave,Gonzales,39180,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
16018,Active,40,Silver,F,Joseph,Carroll,39555,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
16019,Active,51,Bronze,M,Charles,Newman,39891,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
16020,Active,42,PlatinumElite,F,Oscar,Wright,38197,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
16021,PastDue,44,Platinum,F,Guy,Battle,38375,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
16022,Active,62,Silver,F,Sidney,Shiela,40224,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
16023,Active,54,Bronze,M,Brad,Tierra,38083,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
16024,Active,61,Gold,M,Jennifer,Breanne,39606,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
16025,Active,54,Gold,M,Janice,Hurst,40102,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
16026,Inactive,34,Bronze,F,Gerald,Haynes,38409,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
16027,PastDue,74,Gold,F,Randy,Mcdaniel,40539,Beaverton,Oregon,United States,USA,45.4923824,-122.8029665,NECX Direct
